invoice_date,product,region,retailer,sales_method,state,price_per_unit,total,units_sold
"December 6, 2020",Women's Street Footwear,Midwest,Foot Locker,Outlet,Minnesota,25,375,15
"December 7, 2020",Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Minnesota,25,313,13
"December 8, 2020",Men's Apparel,Midwest,Foot Locker,Outlet,Minnesota,35,438,13
"December 9, 2020",Women's Apparel,Midwest,Foot Locker,Outlet,Minnesota,40,800,20
"December 10, 2020",Men's Street Footwear,Midwest,Foot Locker,Outlet,Minnesota,45,"1,688",38
"December 11, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Minnesota,35,700,20
"December 12, 2020",Women's Street Footwear,Midwest,Foot Locker,Outlet,Minnesota,35,350,10
"December 13, 2020",Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Minnesota,35,263,8
"December 14, 2020",Men's Apparel,Midwest,Foot Locker,Outlet,Minnesota,45,338,8
"December 15, 2020",Women's Apparel,Midwest,Foot Locker,Outlet,Minnesota,50,"1,000",20
"December 16, 2020",Men's Street Footwear,Midwest,Foot Locker,Outlet,Minnesota,50,"1,750",35
"December 17, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Minnesota,40,800,20
"December 18, 2020",Women's Street Footwear,Midwest,Foot Locker,Outlet,Minnesota,40,580,15
"December 19, 2020",Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Minnesota,40,600,15
"December 20, 2020",Men's Apparel,Midwest,Foot Locker,Outlet,Minnesota,55,688,13
"December 21, 2020",Women's Apparel,Midwest,Foot Locker,Outlet,Minnesota,60,"1,350",23
"December 22, 2020",Men's Street Footwear,Midwest,Foot Locker,Outlet,Minnesota,55,"2,613",48
"December 23, 2020",Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Minnesota,45,"1,238",28
"December 24, 2020",Women's Street Footwear,Midwest,Foot Locker,Outlet,Minnesota,45,"1,013",23
"December 25, 2020",Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Minnesota,45,788,18
"December 26, 2020",Men's Apparel,Midwest,Foot Locker,Outlet,Minnesota,55,963,18
"December 27, 2020",Women's Apparel,Midwest,Foot Locker,Outlet,Minnesota,60,"1,650",28
"December 28, 2020",Men's Street Footwear,Midwest,Kohl's,Outlet,Minnesota,35,"1,663",48
"December 29, 2020",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Minnesota,45,"2,138",48
"December 30, 2020",Women's Street Footwear,Midwest,Kohl's,Outlet,Minnesota,45,"2,138",48
"December 31, 2020",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Minnesota,45,"1,463",33
"January 1, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,50,"1,375",28
"January 2, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,45,"2,138",48
"January 3, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,35,"1,838",53
"January 4, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,913",43
"January 5, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,025",45
"January 6, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,350",30
"January 7, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,50,"1,125",23
"January 8, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,45,"1,913",43
"January 9, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,35,"2,013",58
"January 10, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,913",43
"January 11, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,913",43
"January 12, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,463",33
"January 13, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,50,"1,000",20
"January 14, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,45,"1,800",40
"January 15, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,588",58
"January 16, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,688",38
"January 17, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,800",40
"January 18, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,40,"1,200",30
"January 19, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,45,900,20
"January 20, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,60,"2,250",38
"January 21, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,40,"2,300",58
"January 22, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,913",43
"January 23, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,913",43
"January 24, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,40,"1,300",33
"January 25, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,45,"1,013",23
"January 26, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,60,"2,400",40
"January 27, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,40,"2,700",68
"January 28, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,363",53
"January 29, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,475",55
"January 30, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,40,"1,700",43
"January 31, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,45,"1,350",30
"February 1, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,60,"3,600",60
"February 2, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,40,"3,000",75
"February 3, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,700",60
"February 4, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,475",55
"February 5, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,40,"1,800",45
"February 6, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,45,"2,138",48
"February 7, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,60,"2,850",48
"February 8, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"3,038",68
"February 9, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,55,"3,438",63
"February 10, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,50,"2,500",50
"February 11, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,913",43
"February 12, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,55,"2,338",43
"February 13, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,60,"2,400",40
"February 14, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,700",60
"February 15, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,50,"3,000",60
"February 16, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,025",45
"February 17, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,800",40
"February 18, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,55,"2,200",40
"February 19, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,60,"2,700",45
"February 20, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,475",55
"February 21, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,50,"2,750",55
"February 22, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,800",40
"February 23, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"1,688",38
"February 24, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,55,"1,925",35
"February 25, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,60,"2,400",40
"February 26, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,40,"2,300",58
"February 27, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,588",58
"February 28, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,40,"1,700",43
"March 1, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,40,"1,700",43
"March 2, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,55,"2,063",38
"March 3, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,60,"2,850",48
"March 4, 2021",Men's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"3,038",68
"March 5, 2021",Men's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,50,"3,375",68
"March 6, 2021",Women's Street Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,138",48
"March 7, 2021",Women's Athletic Footwear,Midwest,Kohl's,Outlet,Montana,45,"2,138",48
"March 8, 2021",Men's Apparel,Midwest,Kohl's,Outlet,Montana,55,"2,200",40
"March 9, 2021",Women's Apparel,Midwest,Kohl's,Outlet,Montana,60,"3,000",50
"March 10, 2021",Men's Street Footwear,Midwest,Sports Direct,Outlet,Montana,20,"1,400",70
"March 11, 2021",Men's Athletic Footwear,Midwest,Sports Direct,Outlet,Montana,30,"2,100",70
"March 12, 2021",Women's Street Footwear,Midwest,Sports Direct,Outlet,Montana,30,"1,500",50
"March 13, 2021",Women's Athletic Footwear,Midwest,Sports Direct,Outlet,Montana,35,"1,750",50
"March 14, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,40,"1,400",35
"March 15, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,35,"1,750",50
"March 16, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,25,"1,625",65
"March 17, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,35,"2,188",63
"March 18, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,35,"1,575",45
"March 19, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,35,"1,400",40
"March 20, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,40,"1,100",28
"March 21, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,35,"1,663",48
"March 22, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,30,"1,950",65
"March 23, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,40,"2,600",65
"March 24, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,30,"1,425",48
"March 25, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,35,"1,313",38
"March 26, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,40,"1,100",28
"March 27, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,35,"1,488",43
"March 28, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,20,"1,350",68
"March 29, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,25,"1,688",68
"March 30, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,20,"1,000",50
"March 31, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,25,"1,000",40
"April 1, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,30,900,30
"April 2, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,25,"1,438",58
"April 3, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,15,"1,088",73
"April 4, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,25,"1,875",75
"April 5, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,20,"1,200",60
"April 6, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,30,"1,575",53
"April 7, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,45,"1,913",43
"April 8, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,40,"3,100",78
"April 9, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,40,"3,100",78
"April 10, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,45,"3,488",78
"April 11, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,40,"2,600",65
"April 12, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,40,"2,400",60
"April 13, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,45,"2,250",50
"April 14, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,50,"4,375",88
"April 15, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,40,"3,300",83
"April 16, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,45,"3,713",83
"April 17, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,40,"3,900",98
"April 18, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,40,"2,300",58
"April 19, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,45,"2,475",55
"April 20, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,55,"4,538",83
"April 21, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,45,"3,488",78
"April 22, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,55,"4,263",78
"April 23, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,50,"4,750",95
"April 24, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,45,"2,138",48
"April 25, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,50,"2,375",48
"April 26, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,55,"3,988",73
"April 27, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,50,"3,375",68
"April 28, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,50,"3,125",63
"April 29, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,55,"3,713",68
"April 30, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,55,"2,200",40
"May 1, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,50,"2,000",40
"May 2, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,45,"2,813",63
"May 3, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,35,"2,013",58
"May 4, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,35,"2,013",58
"May 5, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,40,"2,100",53
"May 6, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,40,"1,500",38
"May 7, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,35,"1,225",35
"May 8, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,45,"2,363",53
"May 9, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,30,"2,025",68
"May 10, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,30,"2,025",68
"May 11, 2021",Women's Street Footwear,South,Sports Direct,Outlet,Tennessee,55,"3,300",60
"May 12, 2021",Women's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,55,"2,613",48
"May 13, 2021",Men's Apparel,South,Sports Direct,Outlet,Tennessee,55,"2,475",45
"May 14, 2021",Women's Apparel,South,Sports Direct,Outlet,Tennessee,65,"4,225",65
"May 15, 2021",Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,55,"4,400",80
"May 16, 2021",Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,55,"4,400",80
"May 18, 2021",Men's Apparel,South,West Gear,In-store,Louisiana,40,900,23
"April 17, 2021",Men's Apparel,South,West Gear,In-store,Louisiana,45,788,18
"February 17, 2021",Men's Apparel,South,West Gear,In-store,Louisiana,50,875,18
"March 16, 2021",Men's Apparel,South,West Gear,In-store,Louisiana,60,900,15
"May 18, 2021",Men's Athletic Footwear,South,West Gear,In-store,Louisiana,50,"2,000",40
"April 17, 2021",Men's Athletic Footwear,South,West Gear,In-store,Louisiana,55,"1,788",33
"March 16, 2021",Men's Athletic Footwear,South,West Gear,In-store,Louisiana,55,"2,063",38
"March 16, 2021",Men's Street Footwear,South,West Gear,In-store,Louisiana,45,"2,363",53
"May 18, 2021",Men's Street Footwear,South,West Gear,In-store,Louisiana,45,"2,475",55
"April 17, 2021",Men's Street Footwear,South,West Gear,In-store,Louisiana,50,"2,625",53
"March 16, 2021",Women's Apparel,South,West Gear,In-store,Louisiana,45,"1,575",35
"February 17, 2021",Women's Apparel,South,West Gear,In-store,Louisiana,45,"1,688",38
"April 17, 2021",Women's Apparel,South,West Gear,In-store,Louisiana,60,"2,100",35
"April 17, 2021",Women's Athletic Footwear,South,West Gear,In-store,Louisiana,40,"1,100",28
"February 17, 2021",Women's Athletic Footwear,South,West Gear,In-store,Louisiana,45,"1,125",25
"May 18, 2021",Women's Athletic Footwear,South,West Gear,In-store,Louisiana,45,"1,463",33
"March 16, 2021",Women's Athletic Footwear,South,West Gear,In-store,Louisiana,55,"1,650",30
"May 18, 2021",Women's Street Footwear,South,West Gear,In-store,Louisiana,50,"2,000",40
"April 17, 2021",Women's Street Footwear,South,West Gear,In-store,Louisiana,55,"2,063",38
"March 16, 2021",Women's Street Footwear,South,West Gear,In-store,Louisiana,60,"2,400",40
"May 25, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,45,788,18
"February 24, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,45,563,13
"April 24, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,50,625,13
"March 23, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,55,550,10
"October 24, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,55,"1,650",30
"September 25, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,60,"1,350",23
"August 24, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,70,"2,975",43
"November 24, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,75,"3,188",43
"June 24, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,90,"3,600",40
"July 23, 2021",Men's Apparel,Southeast,Foot Locker,In-store,Virginia,90,"5,400",60
"March 23, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,50,"1,625",33
"November 24, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,50,"3,250",65
"May 25, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,55,"1,925",35
"September 25, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,55,"2,475",45
"October 24, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,55,"2,888",53
"April 24, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,60,"1,650",28
"June 24, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,65,"4,225",65
"December 23, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,75,"5,625",75
"August 24, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,80,"6,200",78
"July 23, 2021",Men's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,90,"6,300",70
"October 24, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,40,"1,400",35
"March 23, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,40,"1,900",48
"November 24, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,45,"2,588",58
"May 25, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,50,"2,500",50
"September 25, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,50,"2,250",45
"June 24, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,55,"4,263",78
"April 24, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,55,"2,613",48
"December 23, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,65,"4,875",75
"July 23, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,85,"7,225",85
"August 24, 2021",Men's Street Footwear,Southeast,Foot Locker,In-store,Virginia,90,"7,200",80
"February 24, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,40,"1,300",33
"September 25, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,45,"1,125",25
"March 23, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,50,"1,500",30
"May 25, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,60,"3,150",53
"October 24, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,60,"2,100",35
"April 24, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,65,"1,950",30
"August 24, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,75,"1,875",25
"November 24, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,80,"4,400",55
"July 23, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,105,"6,300",60
"June 24, 2021",Women's Apparel,Southeast,Foot Locker,In-store,Virginia,105,"7,350",70
"February 24, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,40,800,20
"April 24, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,45,"1,013",23
"October 24, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,45,"1,463",33
"March 23, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,50,"1,250",25
"May 25, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,50,"1,375",28
"September 25, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,50,"1,000",20
"November 24, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,55,"2,475",45
"August 24, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,70,"2,975",43
"June 24, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,80,"4,200",53
"July 23, 2021",Women's Athletic Footwear,Southeast,Foot Locker,In-store,Virginia,85,"4,675",55
"November 24, 2021",Women's Street Footwear,Southeast,Foot Locker,In-store,Virginia,45,"2,138",48
"September 25, 2021",Women's Street Footwear,Southeast,Foot Locker,In-store,Virginia,50,"1,250",25
"October 24, 2021",Women's Street Footwear,Southeast,Foot Locker,In-store,Virginia,50,"1,750",35
"March 23, 2021",Women's Street Footwear,Southeast,Foot Locker,In-store,Virginia,55,"1,925",35
"May 25, 2021",Women's Street Footwear,Southeast,Foot Locker,In-store,Virginia,55,"1,925",35
"April 24, 2021",Women's Street Footwear,Southeast,Foot Locker,In-store,Virginia,60,"1,950",33
"August 24, 2021",Women's Street Footwear,Southeast,Foot Locker,In-store,Virginia,70,"4,550",65
"June 24, 2021",Women's Street Footwear,Southeast,Foot Locker,In-store,Virginia,80,"5,200",65
"July 23, 2021",Women's Street Footwear,Southeast,Foot Locker,In-store,Virginia,90,"5,850",65
"December 23, 2021",Men's Apparel,Southeast,Sports Direct,In-store,Virginia,80,"3,800",48
"December 23, 2021",Women's Apparel,Southeast,Sports Direct,In-store,Virginia,85,"4,888",58
"December 23, 2021",Women's Athletic Footwear,Southeast,Sports Direct,In-store,Virginia,70,"3,850",55
"December 23, 2021",Women's Street Footwear,Southeast,Sports Direct,In-store,Virginia,70,"3,850",55
"October 17, 2021",Men's Apparel,Southeast,Walmart,In-store,Florida,65,"2,275",35
"September 18, 2021",Men's Apparel,Southeast,Walmart,In-store,Florida,70,"1,925",28
"August 17, 2021",Men's Apparel,Southeast,Walmart,In-store,Florida,80,"3,800",48
"November 17, 2021",Men's Apparel,Southeast,Walmart,In-store,Florida,85,"4,038",48
"June 17, 2021",Men's Apparel,Southeast,Walmart,In-store,Florida,95,"4,275",45
"July 16, 2021",Men's Apparel,Southeast,Walmart,In-store,Florida,95,"6,175",65
"November 17, 2021",Men's Athletic Footwear,Southeast,Walmart,In-store,Florida,60,"4,200",70
"September 18, 2021",Men's Athletic Footwear,Southeast,Walmart,In-store,Florida,65,"3,250",50
"October 17, 2021",Men's Athletic Footwear,Southeast,Walmart,In-store,Florida,65,"3,738",58
"June 17, 2021",Men's Athletic Footwear,Southeast,Walmart,In-store,Florida,70,"4,900",70
"December 16, 2021",Men's Athletic Footwear,Southeast,Walmart,In-store,Florida,85,"6,800",80
"August 17, 2021",Men's Athletic Footwear,Southeast,Walmart,In-store,Florida,85,"7,013",83
"July 16, 2021",Men's Athletic Footwear,Southeast,Walmart,In-store,Florida,95,"7,125",75
"October 17, 2021",Men's Street Footwear,Southeast,Walmart,In-store,Florida,50,"2,000",40
"November 17, 2021",Men's Street Footwear,Southeast,Walmart,In-store,Florida,55,"3,438",63
"September 18, 2021",Men's Street Footwear,Southeast,Walmart,In-store,Florida,60,"3,000",50
"December 16, 2021",Men's Street Footwear,Southeast,Walmart,In-store,Florida,75,"6,000",80
"July 16, 2021",Men's Street Footwear,Southeast,Walmart,In-store,Florida,90,"8,100",90
"August 17, 2021",Men's Street Footwear,Southeast,Walmart,In-store,Florida,95,"8,075",85
"September 18, 2021",Women's Apparel,Southeast,Walmart,In-store,Florida,55,"1,650",30
"October 17, 2021",Women's Apparel,Southeast,Walmart,In-store,Florida,70,"2,800",40
"August 17, 2021",Women's Apparel,Southeast,Walmart,In-store,Florida,85,"2,550",30
"November 17, 2021",Women's Apparel,Southeast,Walmart,In-store,Florida,90,"5,400",60
"July 16, 2021",Women's Apparel,Southeast,Walmart,In-store,Florida,110,"7,150",65
"June 17, 2021",Women's Apparel,Southeast,Walmart,In-store,Florida,110,"8,250",75
"October 17, 2021",Women's Athletic Footwear,Southeast,Walmart,In-store,Florida,55,"2,063",38
"September 18, 2021",Women's Athletic Footwear,Southeast,Walmart,In-store,Florida,60,"1,500",25
"November 17, 2021",Women's Athletic Footwear,Southeast,Walmart,In-store,Florida,65,"3,250",50
"August 17, 2021",Women's Athletic Footwear,Southeast,Walmart,In-store,Florida,80,"3,800",48
"June 17, 2021",Women's Athletic Footwear,Southeast,Walmart,In-store,Florida,85,"4,888",58
"July 16, 2021",Women's Athletic Footwear,Southeast,Walmart,In-store,Florida,90,"5,400",60
"November 17, 2021",Women's Street Footwear,Southeast,Walmart,In-store,Florida,55,"2,888",53
"September 18, 2021",Women's Street Footwear,Southeast,Walmart,In-store,Florida,60,"1,800",30
"October 17, 2021",Women's Street Footwear,Southeast,Walmart,In-store,Florida,60,"2,400",40
"August 17, 2021",Women's Street Footwear,Southeast,Walmart,In-store,Florida,80,"5,600",70
"June 17, 2021",Women's Street Footwear,Southeast,Walmart,In-store,Florida,85,"5,950",70
"July 16, 2021",Women's Street Footwear,Southeast,Walmart,In-store,Florida,95,"6,650",70
"December 16, 2021",Men's Apparel,Southeast,West Gear,In-store,Florida,90,"4,725",53
"December 16, 2021",Women's Apparel,Southeast,West Gear,In-store,Florida,95,"5,938",63
"December 16, 2021",Women's Athletic Footwear,Southeast,West Gear,In-store,Florida,80,"4,800",60
"December 16, 2021",Women's Street Footwear,Southeast,West Gear,In-store,Florida,80,"4,800",60
"January 24, 2021",Men's Apparel,West,Foot Locker,In-store,Wyoming,45,675,15
"January 24, 2021",Men's Athletic Footwear,West,Foot Locker,In-store,Wyoming,40,"1,400",35
"February 24, 2021",Men's Athletic Footwear,West,Foot Locker,In-store,Wyoming,40,"1,400",35
"January 24, 2021",Men's Street Footwear,West,Foot Locker,In-store,Wyoming,30,"1,050",35
"February 24, 2021",Men's Street Footwear,West,Foot Locker,In-store,Wyoming,30,"1,350",45
"January 24, 2021",Women's Apparel,West,Foot Locker,In-store,Wyoming,40,"1,600",40
